code,pre
1,82
2,96
3,35
4,64
5,18
6,44
7,54
8,34
9,24
10,49
11,85
12,62
13,33
14,21
15,32
16,93
17,56
18,48
19,53
20,59
21,37
22,26
23,13
24,21
25,53
26,47
27,18
28,54
29,12
30,47
31,73
32,98
33,59
34,17
35,43
36,79
37,18
38,23
39,64
40,94
41,90
42,26
43,74
44,84
45,69
46,9
47,34
48,26
49,30
50,66
51,100
52,76
53,59
54,17
55,57
56,38
57,65
58,64
59,88
60,33
61,16
62,25
63,74
64,1
65,22
66,63
67,30
68,66
69,48
70,68
71,47
72,1
73,81
74,63
75,77
76,100
77,94
78,45
79,80
80,83
81,58
82,32
83,51
84,49
85,5
86,71
87,72
88,8
89,91
90,98
91,28
92,42
93,2
94,63
95,78
96,83
97,100
98,90
99,85
100,41
101,6
102,89
103,87
104,7
105,45
106,2
107,67
108,37
109,26
111,35
110,2
112,54
113,21
114,15
115,69
116,81
117,17
118,51
119,71
120,2
121,56
122,78
123,7
124,69
125,21
126,18
127,90
128,5
129,55
130,15
131,29
132,51
133,40
134,17
135,13
136,96
137,99
138,59
139,28
140,60
141,23
142,29
143,78
144,20
145,52
146,52
147,36
148,4
149,48
150,87
151,59
152,12
153,45
154,44
155,88
156,74
157,30
158,73
159,56
160,18
161,23
162,8
163,60
164,46
165,67
166,51
167,77
168,68
169,7
170,79
171,50
172,83
173,36
174,19
175,31
176,26
177,81
178,65
179,92
180,33
181,3
182,54
183,78
184,90
185,24
186,60
187,100
188,100
189,1
190,30
191,46
192,85
193,82
194,58
195,14
196,31
197,34
198,36
199,24
200,8
201,87
202,54
203,11
204,80
205,11
206,27
207,93
208,91
209,23
210,22
211,1
212,37
213,42
214,85
215,70
216,75
217,37
218,4
219,31
220,82
221,84
222,97
223,79
224,97
226,94
227,26
225,53
228,31
229,71
230,18
232,86
231,40
233,44
234,34
235,56
236,31
237,47
238,64
239,10
240,79
241,81
242,75
244,27
245,5
243,93
246,97
247,36
249,75
248,81
251,91
252,45
253,46
250,35
256,69
255,99
254,36
257,67
258,40
259,35
260,8
261,8
262,11
264,92
263,12
265,71
266,79
267,92
268,13
269,78
270,85
272,7
271,96
273,44
274,16
276,43
275,9
277,73
278,4
279,81
280,30
281,50
282,17
284,91
283,20
285,29
286,88
287,38
288,70
289,45
290,14
294,2
292,77
291,44
293,8
296,43
295,88
298,7
297,90
299,21
300,54
301,84
302,51
303,27
304,97
305,43
306,57
307,8
308,50
309,38
310,72
311,74
313,96
315,43
314,9
312,79
316,10
317,72
319,91
318,24
321,95
320,100
322,13
323,53
324,16
325,30
326,79
327,52
328,20
329,1
331,72
330,73
332,71
333,24
334,12
335,60
337,80
338,93
336,81
339,29
340,28
341,86
344,73
342,76
343,24
346,47
345,19
348,58
347,7
350,94
351,20
349,48
352,7
354,22
355,92
353,46
356,92
358,14
357,73
359,87
360,69
361,62
362,32
363,32
364,15
365,65
366,82
368,4
367,42
370,6
372,21
371,13
369,74
375,75
373,5
374,5
376,34
377,14
379,59
378,78
380,39
381,87
384,55
382,100
383,34
385,59
386,90
387,38
389,42
388,64
390,45
391,38
392,98
393,61
394,74
396,13
395,43
397,19
398,62
401,59
399,92
400,28
402,40
405,19
404,49
403,86
406,64
408,13
410,38
407,50
409,60
411,80
412,46
413,35
414,88
415,73
417,95
416,17
418,29
419,37
420,51
422,68
421,20
423,83
424,77
425,66
426,39
427,49
428,93
429,64
430,11
431,29
432,18
433,52
434,37
437,15
438,87
436,90
435,52
440,31
439,40
442,87
441,22
446,19
444,36
445,54
443,83
447,17
449,24
448,55
450,83
451,45
452,34
453,88
454,77
455,9
456,10
458,46
457,71
459,63
460,30
462,16
461,44
463,82
465,23
464,6
467,55
466,2
468,38
471,90
470,58
469,12
472,10
473,17
474,74
475,6
476,62
477,9
478,96
479,86
480,21
481,23
482,98
484,84
485,33
483,66
486,61
487,9
488,83
489,44
493,38
491,95
492,37
490,35
495,58
496,72
494,11
497,42
498,45
500,48
499,85
503,4
502,80
501,48
505,32
506,91
504,42
507,70
509,53
508,39
510,56
511,99
512,24
513,56
514,58
515,98
516,34
517,86
520,57
518,1
519,74
521,61
524,75
522,60
523,75
525,9
527,86
526,50
528,39
529,100
530,4
531,25
532,58
533,99
534,92
535,15
537,32
536,11
538,23
539,99
540,2
541,91
542,49
543,7
544,97
545,27
547,87
546,10
548,12
549,34
550,15
551,62
552,3
554,8
555,76
553,10
556,27
557,30
558,52
560,72
559,71
561,99
563,42
562,24
564,29
565,31
568,69
567,25
566,71
569,60
572,70
570,36
571,41
573,52
574,76
575,67
576,89
577,96
578,52
579,3
580,33
581,11
582,71
585,72
584,36
586,14
583,5
587,61
588,92
590,16
589,6
594,89
591,61
593,46
592,77
595,84
596,86
597,80
598,49
601,3
599,65
600,93
602,85
603,61
604,76
606,44
605,72
607,43
608,99
610,3
609,27
611,80
612,25
613,11
614,57
615,97
616,61
617,22
618,38
619,6
620,94
621,82
624,76
625,38
622,88
623,92
626,76
627,41
628,75
629,83
630,42
631,13
632,48
633,99
634,56
637,54
635,40
636,51
638,67
639,17
640,6
641,3
642,49
643,25
645,77
644,41
646,64
647,4
648,39
649,89
651,76
650,10
652,68
653,93
654,86
655,63
656,56
658,15
659,3
657,74
660,6
661,8
663,2
662,60
664,34
665,97
666,60
667,36
668,84
669,32
670,24
671,39
672,40
673,39
674,84
675,56
676,1
677,70
678,23
679,32
680,95
681,49
682,66
683,98
684,18
685,91
686,35
687,80
688,87
689,65
690,81
691,86
692,22
693,55
694,94
695,83
696,66
697,56
698,89
699,49
700,17
701,67
702,89
703,95
704,35
705,84
706,76
707,45
708,60
710,58
709,54
711,33
712,69
713,1
714,10
715,20
716,20
717,23
718,41
719,99
720,3
721,48
722,16
723,89
724,8
725,85
726,62
727,100
728,41
729,25
730,95
731,25
732,42
733,100
734,57
735,7
736,67
737,61
738,47
739,66
740,32
741,43
743,63
742,67
744,20
745,53
746,68
747,89
748,39
749,79
750,85
751,6
752,61
753,95
754,41
755,80
756,5
757,13
758,60
759,5
760,94
761,31
762,7
763,38
764,63
765,51
766,82
767,40
768,41
769,73
770,65
771,66
772,58
773,53
774,4
775,9
776,52
777,9
778,30
779,89
780,86
781,1
782,79
783,66
784,14
785,92
786,5
787,19
788,41
789,18
790,66
791,12
792,96
793,91
794,50
795,99
796,92
797,98
798,89
799,63
800,15
801,73
802,47
803,26
804,20
805,80
806,21
807,95
808,70
809,2
810,62
811,15
812,23
813,78
814,98
815,40
816,12
817,68
818,22
819,62
820,95
821,96
822,33
823,35
824,98
825,92
826,13
827,50
828,9
829,23
830,55
831,26
832,10
833,74
834,81
835,62
836,56
837,89
838,65
839,88
840,45
841,28
842,65
843,12
844,33
845,28
846,33
847,22
848,38
849,12
850,53
851,70
852,58
853,36
854,43
855,41
856,48
857,62
858,75
859,51
860,71
861,57
862,57
863,61
864,30
865,75
866,29
867,84
868,78
869,19
870,68
871,67
872,40
873,16
874,15
875,84
876,29
877,27
878,76
879,43
880,4
881,67
882,43
883,94
884,57
885,90
886,47
887,26
888,35
889,37
890,48
891,81
892,25
893,29
894,90
895,82
896,50
897,20
898,64
899,80
900,69
901,57
902,46
903,97
904,88
905,95
906,69
907,89
909,19
908,28
910,97
911,25
912,11
913,50
914,70
915,16
916,53
917,73
918,95
919,21
920,54
921,63
922,19
923,91
925,31
926,50
924,16
927,44
928,33
929,2
930,14
931,57
932,79
933,31
934,42
935,82
936,39
937,37
938,49
939,83
940,31
941,96
942,94
943,72
944,98
945,63
946,27
947,46
948,18
949,6
950,88
951,63
952,40
953,22
954,51
955,71
956,1
957,5
958,55
959,25
960,53
961,36
962,77
963,55
964,82
965,3
966,69
967,35
968,74
969,97
970,16
971,72
972,93
973,37
974,71
975,22
976,28
977,70
978,26
979,50
980,59
981,3
982,14
983,85
984,11
985,93
986,10
987,35
988,94
989,77
990,87
991,78
992,4
993,23
994,32
995,44
996,42
997,21
998,70
999,59
1000,75
