code,pre
1,82
3,35
2,96
4,64
5,18
6,44
7,54
8,34
9,24
10,49
11,85
12,62
13,33
14,21
15,32
16,93
17,56
18,48
19,53
20,59
21,37
22,26
23,13
24,21
25,53
26,47
27,18
28,54
29,12
30,47
31,73
32,98
33,59
34,17
35,43
36,79
38,23
37,18
39,64
40,94
41,90
42,26
43,74
44,84
45,69
46,9
47,85
48,26
49,30
50,66
51,100
52,76
53,59
54,17
55,57
56,38
57,65
58,64
59,88
60,33
61,16
62,25
63,74
64,1
65,22
66,63
67,30
68,66
69,48
70,68
71,47
72,1
73,81
74,63
75,77
76,100
77,94
78,45
79,80
80,83
81,58
82,32
83,51
84,49
85,5
86,74
87,72
88,8
89,91
90,98
91,28
92,42
93,2
94,13
95,78
96,83
97,100
98,90
99,85
100,41
101,6
102,55
103,87
104,7
105,45
106,2
107,67
108,37
109,87
110,2
111,35
112,54
113,21
114,79
115,69
116,81
117,17
118,51
119,71
120,2
121,56
122,78
123,7
124,69
125,21
126,18
127,90
128,5
129,55
130,15
132,51
133,40
134,17
131,29
135,13
136,96
137,99
138,59
139,28
140,60
141,39
142,29
143,78
144,20
145,52
146,52
147,36
148,4
149,48
150,87
151,59
152,12
153,45
154,44
155,88
156,74
157,30
158,73
159,56
160,18
161,23
163,60
164,46
165,67
162,8
166,51
167,77
170,79
169,7
168,68
174,19
171,50
172,83
175,31
173,36
176,26
180,33
177,81
179,92
178,65
181,3
182,54
183,78
184,90
185,24
186,61
188,100
187,100
189,1
190,30
191,46
192,85
194,58
193,82
196,31
195,14
197,34
198,36
200,8
199,24
202,54
201,87
203,11
204,80
205,11
206,27
208,91
209,23
207,93
210,22
211,1
212,37
213,42
215,70
214,85
216,75
218,4
217,37
220,82
219,31
223,79
221,84
222,97
224,97
226,94
227,26
225,53
228,31
229,71
230,18
232,86
231,40
234,34
236,31
233,44
235,56
238,64
237,47
239,10
240,79
241,81
242,75
243,93
244,27
245,5
246,97
247,36
248,81
249,75
250,35
251,91
253,46
252,45
255,99
254,36
257,67
256,69
258,40
259,35
260,8
263,12
261,8
262,11
264,92
265,71
267,6
266,79
268,13
269,78
270,85
271,96
272,7
274,16
273,44
275,9
279,81
278,4
276,43
277,73
280,30
281,50
283,20
282,17
285,29
284,91
286,88
287,38
290,14
288,70
289,45
292,77
291,44
293,8
296,43
294,2
297,90
295,88
298,7
300,54
301,84
299,21
303,27
302,51
304,97
305,43
306,57
307,8
309,38
308,50
311,68
310,72
312,79
313,96
316,10
314,9
315,43
318,24
319,91
317,72
321,95
320,100
322,13
323,53
324,16
326,79
325,30
327,52
329,1
328,20
330,73
333,24
332,71
334,12
331,72
335,60
338,93
337,80
336,81
341,86
340,28
339,29
342,76
343,24
344,73
345,19
346,47
347,7
348,58
351,20
349,48
350,94
353,46
352,7
354,22
355,92
358,14
356,92
357,73
359,87
362,32
361,62
360,69
363,32
364,15
365,65
366,82
367,42
368,4
370,6
369,12
371,100
374,5
375,75
373,5
372,21
377,14
378,78
376,34
379,59
380,39
383,34
381,87
382,100
384,55
386,90
385,59
387,38
388,64
390,45
391,46
389,42
392,98
393,61
396,13
395,43
394,74
397,19
398,62
399,92
401,59
400,28
402,40
403,86
405,19
404,49
407,68
406,64
408,13
409,60
411,80
410,38
412,46
413,35
414,88
415,73
416,17
417,95
418,29
419,37
420,51
421,20
423,83
422,68
424,77
425,66
426,39
428,93
427,49
429,64
430,11
431,29
432,18
434,37
433,52
435,52
436,90
438,87
437,15
441,22
440,31
439,40
442,87
443,94
444,36
446,19
445,54
447,17
448,55
449,24
451,45
450,83
452,34
453,88
455,9
456,10
454,77
457,71
458,46
460,30
461,44
459,63
462,16
463,82
464,6
465,27
466,2
467,55
468,38
469,12
470,58
471,90
472,10
473,17
475,6
474,74
476,62
477,9
478,96
479,86
480,21
481,23
482,98
483,66
484,84
485,33
486,61
487,9
488,83
489,44
490,53
491,95
492,37
494,11
493,38
495,58
496,72
497,42
498,45
499,85
500,48
501,48
502,80
503,4
504,42
505,32
506,91
507,70
508,39
509,53
510,56
511,99
512,24
513,56
514,58
515,98
516,34
517,86
518,1
519,74
520,57
521,61
522,60
523,75
524,75
525,9
526,50
527,86
528,39
529,100
530,4
531,25
532,58
533,99
534,92
535,15
536,11
537,32
538,23
540,2
539,99
541,91
542,49
543,7
544,97
545,27
546,10
547,87
549,34
550,15
551,62
548,12
552,3
553,10
554,8
555,76
556,27
557,30
558,52
559,71
560,72
561,99
562,24
563,42
564,29
565,46
566,71
567,25
569,60
568,69
570,36
571,41
572,70
573,52
574,76
575,67
578,52
576,89
577,96
579,3
580,33
583,5
582,71
581,11
586,14
585,72
584,36
587,61
588,92
590,16
591,61
589,6
592,77
593,46
595,84
596,86
594,89
598,49
599,65
597,80
600,93
604,76
603,61
602,85
601,3
605,72
606,44
609,27
607,14
608,99
610,3
611,80
612,25
613,11
614,57
615,97
616,61
618,6
617,22
620,94
619,6
621,82
622,88
623,92
625,38
624,76
626,76
628,75
627,41
629,83
630,42
631,13
632,48
634,56
633,99
635,40
636,51
637,54
638,67
639,17
640,6
641,3
643,25
642,49
644,41
645,77
646,64
647,4
648,39
649,89
650,10
651,76
652,68
653,93
654,86
655,63
656,56
657,95
658,15
659,3
660,6
661,8
662,60
663,2
664,34
665,97
666,60
667,36
668,84
669,32
670,24
671,39
672,40
673,39
674,84
675,56
676,1
677,70
678,23
679,32
680,95
681,49
682,66
683,98
684,18
685,91
686,28
687,80
688,87
689,65
690,81
691,86
692,22
693,55
694,94
695,83
696,66
697,56
698,89
699,49
700,17
701,67
702,89
703,47
704,35
705,84
706,76
707,45
708,60
709,54
710,58
711,33
712,69
713,1
714,10
715,20
716,20
717,23
718,41
719,99
720,3
721,48
722,16
723,89
724,8
725,85
726,62
727,100
728,41
729,25
730,95
731,25
732,42
733,100
734,57
735,7
736,67
737,61
738,47
739,66
740,32
741,43
742,67
743,63
744,20
745,53
746,68
747,83
748,39
749,79
750,85
751,30
752,27
753,95
754,41
755,68
756,5
757,13
758,60
759,5
760,94
761,31
762,7
763,38
764,63
765,51
766,82
767,40
768,41
769,73
770,65
771,66
772,58
773,53
774,4
775,9
776,52
777,9
778,30
779,89
780,86
781,1
782,79
783,66
784,14
785,92
786,5
787,19
788,41
789,18
790,66
791,12
792,96
793,91
795,99
794,50
796,92
797,98
798,89
799,63
800,15
801,73
802,47
803,26
805,80
804,20
806,21
807,95
808,70
809,2
810,62
811,15
812,23
813,78
814,98
815,40
816,12
817,68
818,22
819,62
820,95
821,96
822,33
823,35
824,98
825,76
826,13
827,50
828,9
829,23
830,55
831,26
832,10
833,74
834,81
835,62
836,56
837,60
838,65
839,88
840,45
841,28
842,65
843,12
845,28
844,33
846,33
847,22
848,38
849,2
850,53
851,70
852,58
853,15
854,43
855,41
856,48
857,62
858,75
859,51
860,71
861,57
862,57
863,61
864,30
865,75
866,29
867,84
868,78
869,19
870,68
871,67
872,40
873,16
874,15
875,84
876,29
877,27
878,76
879,43
880,4
881,67
882,43
883,94
884,57
885,90
886,47
887,26
888,35
889,37
890,48
891,81
892,25
893,29
894,90
895,82
896,50
897,20
898,64
899,80
900,69
901,57
902,46
903,97
904,88
905,95
906,69
907,89
908,28
909,19
910,97
911,25
912,11
913,50
914,70
915,16
916,53
917,73
918,95
919,21
920,54
921,63
922,19
923,91
924,16
925,31
926,50
927,44
928,33
929,2
930,14
931,57
932,79
933,31
934,14
935,82
936,39
937,37
938,49
939,83
940,31
941,96
942,94
943,72
944,98
945,63
946,27
947,46
948,18
949,6
950,88
951,63
952,15
953,22
954,51
955,71
956,1
957,5
958,55
959,25
960,53
961,36
962,77
963,55
964,82
965,3
966,69
967,35
968,74
969,97
970,16
971,72
972,65
973,37
974,71
975,22
976,28
977,70
978,26
979,50
980,59
981,3
982,14
983,85
984,11
985,93
986,10
987,35
988,94
989,77
990,87
991,78
992,4
993,23
994,32
995,44
996,42
997,21
998,70
999,59
1000,75
